department,focus_group,pain_points,source,processed_text,sentiment
BAA,BAA Supervisors,Difficult Forms are a manual process,meeting_notes,Difficult Forms are a manual process,negative
BAA,BAA Supervisors,Tickets – only adding the dates,meeting_notes,Tickets – only adding the dates,negative
BAA,BAA Supervisors,"Default D&Os – adding fine amounts, violations, sometimes address change",meeting_notes,"Default D&Os – adding fine amounts, violations, sometimes address change",negative
DOCE,Building Inspectors,Rob: Zoning approval – Zone checks take forever – he knows they're very busy,meeting_notes,Rob: Zoning approval – Zone checks take forever – he knows they're very busy,negative
DOCE,Building Inspectors,"Can't issue without zone check, they don't update IPS case",meeting_notes,"Can't issue without zone check, they don't update IPS case",negative
DOCE,Building Inspectors,"Other depts that get involved – don't update IPS with notes, can be an issue",meeting_notes,"Other depts that get involved – don't update IPS with notes, can be an issue",negative
DOCE,Building Inspectors,"Inspectors are point of contact – get people calling – waiting for BAA, Law or Zoning",meeting_notes,"Inspectors are point of contact – get people calling – waiting for BAA, Law or Zoning",negative
DOCE,Building Inspectors,Nob Hill – cited over 2 years ago for elevators – due in 2019,meeting_notes,Nob Hill – cited over 2 years ago for elevators – due in 2019,negative
DOCE,Building Inspectors,[PERSON] - she didn't know they were – can't cite if don't know it's expired,meeting_notes,[PERSON] - she didn't know they were – can't cite if don't know it's expired,negative
DOCE,Building Inspectors,Referred to Law in May 2024,meeting_notes,Referred to Law in May 2024,positive
DOCE,Building Inspectors,DOCE get blamed a lot,meeting_notes,DOCE get blamed a lot,negative
DOCE,Building Inspectors,2 years since it's been referred to Law and no note from Law,meeting_notes,2 years since it's been referred to Law and no note from Law,negative
DOCE,Building Inspectors,Inspectors aren't updated with info when cases are in court even some times – gets info from syracuse.com,meeting_notes,Inspectors aren't updated with info when cases are in court even some times – gets info from syracuse.com,negative
DOCE,Building Inspectors,"Third-party inspectors: Sprinklers, fire alarm, smoke certs if hardwired, boilers/furnace, HVAC, elevators",meeting_notes,"Third-party inspectors: Sprinklers, fire alarm, smoke certs if hardwired, boilers/furnace, HVAC, elevators",negative
DOCE,Building Inspectors,Will put reports to fire marshal and they will review and approve,meeting_notes,Will put reports to fire marshal and they will review and approve,positive
DOCE,Building Inspectors,Only a few have access to Compliance Engine to look it up,meeting_notes,Only a few have access to Compliance Engine to look it up,negative
DOCE,Building Inspectors,Water check – gets another inspector to look up the water movement,meeting_notes,Water check – gets another inspector to look up the water movement,negative
DOCE,Building Inspectors,Difficult for AS400 to use,meeting_notes,Difficult for AS400 to use,negative
DOCE,Building Inspectors,Technology See the water and elevator certs – have to ask Sonya – no note if it's passed or paid,meeting_notes,Technology See the water and elevator certs – have to ask Sonya – no note if it's passed or paid,negative
DOCE,Building Inspectors,i.e. Can't finish the CofC application until that's in,meeting_notes,i.e. Can't finish the CofC application until that's in,negative
DOCE,Building Inspectors,Tools – Camino for permits,meeting_notes,Tools – Camino for permits,negative
DOCE,Building Inspectors,Can read notes from owners,meeting_notes,Can read notes from owners,positive
DOCE,Building Inspectors,Mainly checking if doing work without a permit,meeting_notes,Mainly checking if doing work without a permit,negative
DOCE,Building Inspectors,Also where applications come in for CofCs,meeting_notes,Also where applications come in for CofCs,positive
DOCE,Building Inspectors,"May check on whether they're pulling permits, whether its passed",meeting_notes,"May check on whether they're pulling permits, whether its passed",negative
DOCE,Building Inspectors,Wait on zoning again,meeting_notes,Wait on zoning again,negative
DOCE,Building Inspectors,"Approvals for CofUs – redtape owners need to go through – slows down the process – DPW, zoning, Law, police",meeting_notes,"Approvals for CofUs – redtape owners need to go through – slows down the process – DPW, zoning, Law, police",negative
DOCE,Building Inspectors,IPS – likes Tickle dates – reminder dates are helpful,meeting_notes,IPS – likes Tickle dates – reminder dates are helpful,positive
DOCE,Building Inspectors,Too many cases that they manage,meeting_notes,Too many cases that they manage,negative
DOCE,Building Inspectors,[PERSON] – liked AS400 – had everything in there,meeting_notes,[PERSON] – liked AS400 – had everything in there,negative
DOCE,Building Inspectors,Now hopping back and forth,meeting_notes,Now hopping back and forth,positive
DOCE,Building Inspectors,Likes that all documents and images are saved in there – even communication with owner,meeting_notes,Likes that all documents and images are saved in there – even communication with owner,positive
DOCE,Building Inspectors,"With BAA, have to provide pictures",meeting_notes,"With BAA, have to provide pictures",negative
DOCE,Building Inspectors,Photos also helpful for inspectors – compare/contrast,meeting_notes,Photos also helpful for inspectors – compare/contrast,positive
DOCE,Building Inspectors,Options for actions in IPS – everything all in there,meeting_notes,Options for actions in IPS – everything all in there,negative
DOCE,Building Inspectors,If you're interrupted AS400 you can look up missed assignments,meeting_notes,If you're interrupted AS400 you can look up missed assignments,negative
DOCE,Building Inspectors,Couldn't save documents in there – had to go into Onbase,meeting_notes,Couldn't save documents in there – had to go into Onbase,negative
DOCE,Building Inspectors,"Likes it for certain things, doesn't like it for others",meeting_notes,"Likes it for certain things, doesn't like it for others",negative
DOCE,Building Inspectors,"[PERSON] started as paralegal – between Codes and Law – also a clerk – started with RR program – easier for her, can look anything up",meeting_notes,"[PERSON] started as paralegal – between Codes and Law – also a clerk – started with RR program – easier for her, can look anything up",negative
