focus_group,pain_points,processed_text,sentiment
DOCE CPO Coordinators,Scheduling is easy in IPS,Scheduling is easy in IPS,negative
DOCE CPO Coordinators,Printing out 60-day renewal notices – doesn't work well when many applications coming due,Printing out 60-day renewal notices – doesn't work well when many applications coming due,negative
DOCE CPO Coordinators,IPS doesn’t tell you when things expire unless you run it report,IPS doesn’t tell you when things expire unless you run it report,negative
DOCE CPO Coordinators,"Doesn’t feel a system notification is the most efficient way to know when to do something with - gets lost, get a ton of email notifications","Doesn’t feel a system notification is the most efficient way to know when to do something with - gets lost, get a ton of email notifications",negative
DOCE CPO Coordinators,Ideally could all be within the system,Ideally could all be within the system,negative
DOCE CPO Coordinators,Camino emails are the same for every change – all emails look the same,Camino emails are the same for every change – all emails look the same,positive
DOCE CPO Coordinators,Can’t do multiple things in Camino at the same time – have to open a ton of tabs,Can’t do multiple things in Camino at the same time – have to open a ton of tabs,negative
DOCE CPO Coordinators,CE not doing well with using 2 systems – needs to be simplified,CE not doing well with using 2 systems – needs to be simplified,negative
DOCE CPO Coordinators,Creates more work for Corinne – has to duplicate things that they’re doing,Creates more work for Corinne – has to duplicate things that they’re doing,negative
DOCE CPO Coordinators,Technology Likes: Ownership tabs in IPS – sometimes when updating owner – sometimes 10 different,Technology Likes: Ownership tabs in IPS – sometimes when updating owner – sometimes 10 different,negative
DOCE CPO Coordinators,10 different accounts under same owners -,10 different accounts under same owners -,negative
DOCE CPO Coordinators,Is there a way to consolidate?,Is there a way to consolidate?,negative
DOCE CPO Coordinators,Adding new address will be told that contact already exists,Adding new address will be told that contact already exists,negative
DOCE CPO Coordinators,"Dislikes: Used to be able to refund in Camino, now have to go through Invoice Cloud","Dislikes: Used to be able to refund in Camino, now have to go through Invoice Cloud",negative
DOCE CPO Coordinators,Camino doesn’t have an ability print all review comments,Camino doesn’t have an ability print all review comments,negative
DOCE CPO Coordinators,Can’t print generate documents in Camino,Can’t print generate documents in Camino,negative
DOCE CPO Coordinators,IPS auto-fills contact information on forms,IPS auto-fills contact information on forms,negative
DOCE CPO Coordinators,Does like document generation in IPS – certs look elementary coming out of Camino,Does like document generation in IPS – certs look elementary coming out of Camino,negative
DOCE CPO Coordinators,Camino – can't adjust font or font size,Camino – can't adjust font or font size,negative
DOCE CPO Coordinators,Corinne still issuing certs out of IPS,Corinne still issuing certs out of IPS,negative
DOCE CPO Coordinators,So many systems to check just before creating a case in IPS -,So many systems to check just before creating a case in IPS -,negative
DOCE Central Permit Office,Issues/Frustrations In IPS,Issues/Frustrations In IPS,negative
DOCE Central Permit Office,Document uploaded,Document uploaded,negative
DOCE Central Permit Office,If document uploaded,If document uploaded,negative
DOCE Central Permit Office,Codes and Permits segmented in IPS – was challenging – Permits wouldn’t see the photo from the Codes,Codes and Permits segmented in IPS – was challenging – Permits wouldn’t see the photo from the Codes,negative
DOCE Central Permit Office,Two versions of the same case,Two versions of the same case,negative
DOCE Central Permit Office,Permit details don’t pull violations – had to go to main search,Permit details don’t pull violations – had to go to main search,negative
DOCE Central Permit Office,Camino reads more like a report,Camino reads more like a report,positive
DOCE Central Permit Office,Properties with multiple units and multiple buildings,Properties with multiple units and multiple buildings,negative
DOCE Central Permit Office,Lack of search capabilities in IPS – can't search on keyword searches e.g. Chimes building – difficult when many things on a parcel – easier to search in Camino,Lack of search capabilities in IPS – can't search on keyword searches e.g. Chimes building – difficult when many things on a parcel – easier to search in Camino,negative
DOCE Central Permit Office,ROW – doesn't move onto an address,ROW – doesn't move onto an address,negative
DOCE Central Permit Office,IPS worked better for ROW address management,IPS worked better for ROW address management,negative
DOCE Central Permit Office,Future system to retain – hard to search when not an actual parcel,Future system to retain – hard to search when not an actual parcel,negative
DOCE Central Permit Office,Destiny mall – IPS and Camino don’t handle well,Destiny mall – IPS and Camino don’t handle well,negative
DOCE Central Permit Office,IPS – would be nice to be notified of approvals completed,IPS – would be nice to be notified of approvals completed,negative
DOCE Central Permit Office,Internal disconnect of notifications,Internal disconnect of notifications,negative
DOCE Central Permit Office,Bob noted that he got notified when reviewer signed off on something– maybe a settings thing (not the same for building review for Teri),Bob noted that he got notified when reviewer signed off on something– maybe a settings thing (not the same for building review for Teri),negative
