Focus Group,Value Index,Content
DOCE Discovery Session | Fire Prevention Bureau,63,"Suppressions systems – sprinklers, special suppression, ancels, canopies for gas stations"
DOCE Discovery Session | Fire Prevention Bureau,64,Eventually adding Fire alarms (starting to be in there) not required yet
DOCE Discovery Session | Fire Prevention Bureau,65,EPR – Electronic Plan Review
DOCE Discovery Session | Fire Prevention Bureau,66,Inspectors use a writable PDF inspection form for fire inspection
DOCE Discovery Session | Fire Prevention Bureau,67,Technology
DOCE Discovery Session | Fire Prevention Bureau,68,Likes
DOCE Discovery Session | Fire Prevention Bureau,69,Can assign Plan Reviewer – shows assignments – can write an update and follow back up on it
DOCE Discovery Session | Fire Prevention Bureau,70,Dislikes
DOCE Discovery Session | Fire Prevention Bureau,71,Likes tickle dates – needs to be more pronounced
DOCE Discovery Session | Fire Prevention Bureau,72,Automatically add an assignment would be nice
DOCE Discovery Session | Fire Prevention Bureau,73,Cumbersome to add and create
DOCE Discovery Session | Fire Prevention Bureau,74,"Too many places to put things in IPS – can add documents in inspection, complaint, parcel"
DOCE Discovery Session | Fire Prevention Bureau,75,Actions versus inspections – some people don’t look in both places – pertinent inspection notes
DOCE Discovery Session | Fire Prevention Bureau,76,Difficultly for onboarding
DOCE Discovery Session | Fire Prevention Bureau,77,Searching for parcels – if you don’t click search inactive – may miss something like resub
DOCE Discovery Session | Fire Prevention Bureau,78,Not cloud based – need to remote in or come in
DOCE Discovery Session | Fire Prevention Bureau,79,Cloud-based – in-field would make inspections and easier and documented more quickly
DOCE Discovery Session | Fire Prevention Bureau,80,Chief: Home inspection software – guides you through the inspection process and all available on the phone
DOCE Discovery Session | Fire Prevention Bureau,81,Use physical notepad or surface pro – then data entry back in the office
DOCE Discovery Session | Fire Prevention Bureau,82,Need a data person for Fire
DOCE Discovery Session | Fire Prevention Bureau,83,Scheduling – having to go into MS Outlook – adding in both places is cumbersome
DOCE Discovery Session | Fire Prevention Bureau,84,Capabilities they wish IPS had
DOCE Discovery Session | Fire Prevention Bureau,85,Anyone else we should speak to?
DOCE Discovery Session | Fire Prevention Bureau,86,"Kelly is a fire inspector, lots of experience, she would prefer to go through her for this part"
DOCE Discovery Session | Central Permit Office,0,"(Not available: Jess Brandt, Corinne Hubbard)"
DOCE Discovery Session | Central Permit Office,1,Role
DOCE Discovery Session | Central Permit Office,2,Process
DOCE Discovery Session | Central Permit Office,3,CPO
DOCE Discovery Session | Central Permit Office,4,Applicant comes in willingly to apply OR
DOCE Discovery Session | Central Permit Office,5,Requiring
DOCE Discovery Session | Central Permit Office,6,"Violation driven and inspector sends them to CPO e.g. If sees addition on house and doesn’t see a permit, sends them to CPO"
DOCE Discovery Session | Central Permit Office,7,Commercial and residential flows a little differently in CPO
DOCE Discovery Session | Central Permit Office,8,IPS more for property history or code violation search for CPO team + permit history purposes
DOCE Discovery Session | Central Permit Office,9,e.g. applicant change from 3 to 4 family
DOCE Discovery Session | Central Permit Office,10,Check that they are legally established as a 4-family – IPS has assessment data
DOCE Discovery Session | Central Permit Office,11,Would be helpful for IPS data to be viewable in Camino
DOCE Discovery Session | Central Permit Office,12,The most a new system could integrate into Camino would be huge
DOCE Discovery Session | Central Permit Office,13,At the end of permit process – goes back to CE
DOCE Discovery Session | Central Permit Office,14,Once they get their permits – call for inspection – bounces back to Codes for certificate of occupancy
DOCE Discovery Session | Central Permit Office,15,IPS for research and violations
DOCE Discovery Session | Central Permit Office,16,Codes going to close out violations when permit issued
DOCE Discovery Session | Central Permit Office,17,Pass back and forth from CPO and Codes – integration would make that process smoother
DOCE Discovery Session | Central Permit Office,18,They look in IPS for violations and Camino for permits
DOCE Discovery Session | Central Permit Office,19,History of certificates will be in IPS – transition into Camino
DOCE Discovery Session | Central Permit Office,20,"Checking other systems for historical property research: OnBase (), Microfige (even older than OnBas (basement), and AS400"
DOCE Discovery Session | Central Permit Office,21,Brian T has spreadsheet for everything in basement – very detailed
DOCE Discovery Session | Central Permit Office,22,Lost certain years of documentation due to Fire
DOCE Discovery Session | Central Permit Office,23,Change of occupancy – heavy research
DOCE Discovery Session | Central Permit Office,24,Bob: Will this be a record management system?
DOCE Discovery Session | Central Permit Office,25,IPS also huge for FOIL requests
DOCE Discovery Session | Central Permit Office,26,Great to have things more public
DOCE Discovery Session | Central Permit Office,27,Look Before You Buy? Would need to FOIL for everything – would be nice to have more of that info – on the permits side
DOCE Discovery Session | Central Permit Office,28,Bob uses IPS as system of record for Law letters
DOCE Discovery Session | Central Permit Office,29,"Jon Black attorney doing real estate transaction – needs something handled quickly – putting them into IPS as deminimus encroachments – only thing ROW related in IPS right now, everything else in Camino"
DOCE Discovery Session | Central Permit Office,30,Encroachments might look at property history searches in those historical systems of records
DOCE Discovery Session | Central Permit Office,31,ROW reviewers not using IPS except for property history research
DOCE Discovery Session | Central Permit Office,32,Pain Points & Challenges
DOCE Discovery Session | Central Permit Office,33,Issues/Frustrations
DOCE Discovery Session | Central Permit Office,34,In IPS
DOCE Discovery Session | Central Permit Office,35,Document uploaded
DOCE Discovery Session | Central Permit Office,36,If document uploaded
DOCE Discovery Session | Central Permit Office,37,Codes and Permits segmented in IPS – was challenging – Permits wouldn’t see the photo from the Codes
DOCE Discovery Session | Central Permit Office,38,Two versions of the same case
DOCE Discovery Session | Central Permit Office,39,Permit details don’t pull violations – had to go to main search
DOCE Discovery Session | Central Permit Office,40,Camino reads more like a report
DOCE Discovery Session | Central Permit Office,41,Properties with multiple units and multiple buildings
DOCE Discovery Session | Central Permit Office,42,Lack of search capabilities in IPS – can't search on keyword searches e.g. Chimes building – difficult when many things on a parcel – easier to search in Camino
DOCE Discovery Session | Central Permit Office,43,ROW – doesn't move onto an address
DOCE Discovery Session | Central Permit Office,44,IPS worked better for ROW address management
DOCE Discovery Session | Central Permit Office,45,Future system to retain – hard to search when not an actual parcel
DOCE Discovery Session | Central Permit Office,46,Destiny mall – IPS and Camino don’t handle well
DOCE Discovery Session | Central Permit Office,47,IPS – would be nice to be notified of approvals completed
DOCE Discovery Session | Central Permit Office,48,Internal disconnect of notifications
DOCE Discovery Session | Central Permit Office,49,Bob noted that he got notified when reviewer signed off on something– maybe a settings thing (not the same for building review for Teri)
DOCE Discovery Session | Central Permit Office,50,Parcel information – on commercial standpoint – buildings with multiple tenants – don't have a proper way to track it e.g. Chimes – doing major renovation – many tenants in that space
DOCE Discovery Session | Central Permit Office,51,Want historical information – hard to track and compile
DOCE Discovery Session | Central Permit Office,52,IPS: No unit in IPS
DOCE Discovery Session | Central Permit Office,53,Have to dig for that information – not obvious
DOCE Discovery Session | Central Permit Office,54,Takes a long time to get updated information in IPS e.g. GIS information updated in county – lagged in IPS i.e. IPS says wrong thing and applicant was right
DOCE Discovery Session | Central Permit Office,55,Age old question – print all reviewer comments? Not possible
DOCE Discovery Session | Central Permit Office,56,IPS
DOCE Discovery Session | Central Permit Office,57,Camino – internal versus external notes
DOCE Discovery Session | Central Permit Office,58,Applicants can’t view their own violation in the system – would be helpful for applicants to have that info in the content itself
DOCE Discovery Session | Central Permit Office,59,Camino – applicants don’t check on Camino even though they can – still call or email and want a list
DOCE Discovery Session | Central Permit Office,60,Suggested improvement
DOCE Discovery Session | Central Permit Office,61,Technology
DOCE Discovery Session | Central Permit Office,62,Likes
DOCE Discovery Session | Central Permit Office,63,Makes it clear what the final plans were
